datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
12-04-2025 09:08:45-CR-006,12/04/2025 9:08,-0.63,1.35,1,0,0,0,1
12-04-2025 09:08:45-CR-007,12/04/2025 9:08,-0.63,3.54,2,1,0,0,1
12-04-2025 09:08:45-CR-008,12/04/2025 9:08,-0.29,2.35,1,0,1,0,0
12-04-2025 09:09:00-CR-001,12/04/2025 9:09,-0.483333333,3.55,3,0,0,1,2
12-04-2025 09:09:00-CR-002,12/04/2025 9:09,-0.7,2.93,1,0,0,0,1
12-04-2025 09:09:00-CR-003,12/04/2025 9:09,-0.58,1.98,2,1,1,0,0
12-04-2025 09:09:00-CR-004,12/04/2025 9:09,-0.47,7.11,3,0,1,1,1
12-04-2025 09:09:00-CR-005,12/04/2025 9:09,-0.545,7.06,4,0,2,1,1
12-04-2025 09:09:00-CR-006,12/04/2025 9:09,-0.473333333,6.73,3,0,0,1,2
12-04-2025 09:09:00-CR-007,12/04/2025 9:09,-0.4,1.78,2,1,0,1,0
12-04-2025 09:09:00-CR-008,12/04/2025 9:09,-0.325,2.23,2,0,1,1,0
12-04-2025 09:09:15-CR-001,12/04/2025 9:09,-0.56,8.55,2,0,1,1,0
12-04-2025 09:09:15-CR-002,12/04/2025 9:09,-0.41,6.96,2,1,1,0,0
12-04-2025 09:09:15-CR-003,12/04/2025 9:09,-0.48,1.9,2,1,1,0,0
12-04-2025 09:09:15-CR-004,12/04/2025 9:09,-0.3025,13.78,4,1,2,1,0
12-04-2025 09:09:15-CR-005,12/04/2025 9:09,-0.03,4.93,1,1,0,0,0
12-04-2025 09:09:15-CR-006,12/04/2025 9:09,-0.57,3.05,1,0,0,1,0
12-04-2025 09:09:15-CR-007,12/04/2025 9:09,-0.565,5.06,2,1,0,1,0
12-04-2025 09:09:15-CR-008,12/04/2025 9:09,-0.6875,12.06,4,1,2,1,0
12-04-2025 09:09:30-CR-001,12/04/2025 9:09,-0.55,10.49,4,1,0,1,2
12-04-2025 09:09:30-CR-002,12/04/2025 9:09,-0.4575,8.26,4,2,2,0,0
12-04-2025 09:09:30-CR-003,12/04/2025 9:09,-0.135,6.73,2,1,1,0,0
12-04-2025 09:09:30-CR-004,12/04/2025 9:09,-0.33,9.55,4,0,0,1,3
12-04-2025 09:09:30-CR-005,12/04/2025 9:09,-0.31,2.49,1,1,0,0,0
12-04-2025 09:09:30-CR-006,12/04/2025 9:09,-0.435,8.91,2,0,0,2,0
12-04-2025 09:09:30-CR-007,12/04/2025 9:09,-0.51,2.09,1,0,0,0,1
12-04-2025 09:09:30-CR-008,12/04/2025 9:09,-0.38,5.59,4,2,1,1,0
12-04-2025 09:09:45-CR-001,12/04/2025 9:09,-0.29,1.15,2,1,1,0,0
12-04-2025 09:09:45-CR-002,12/04/2025 9:09,-0.66,0.5,1,0,0,0,1
12-04-2025 09:09:45-CR-003,12/04/2025 9:09,-0.675,4.95,4,0,2,2,0
12-04-2025 09:09:45-CR-004,12/04/2025 9:09,-0.515,8.82,4,2,0,2,0
12-04-2025 09:09:45-CR-005,12/04/2025 9:09,-0.495,3.14,2,0,0,0,2
12-04-2025 09:09:45-CR-006,12/04/2025 9:09,-0.7275,9.18,4,1,1,1,1
12-04-2025 09:09:45-CR-007,12/04/2025 9:09,-0.436666667,11.73,3,0,0,2,1
12-04-2025 09:09:45-CR-008,12/04/2025 9:09,-0.735,3.06,2,0,1,1,0
12-04-2025 09:10:00-CR-001,12/04/2025 9:10,-0.4025,13.52,4,1,1,0,2
12-04-2025 09:10:00-CR-002,12/04/2025 9:10,-0.09,0.77,1,0,1,0,0
12-04-2025 09:10:00-CR-003,12/04/2025 9:10,-0.4475,12.71,4,1,0,1,2
12-04-2025 09:10:00-CR-004,12/04/2025 9:10,-0.5,5.27,2,0,1,1,0
12-04-2025 09:10:00-CR-005,12/04/2025 9:10,-0.315,5.48,2,2,0,0,0
12-04-2025 09:10:00-CR-006,12/04/2025 9:10,-0.4,0.34,1,1,0,0,0
12-04-2025 09:10:00-CR-007,12/04/2025 9:10,-0.485,11.24,4,1,1,1,1
12-04-2025 09:10:00-CR-008,12/04/2025 9:10,-0.41,7.16,3,0,1,1,1
12-04-2025 09:10:15-CR-001,12/04/2025 9:10,-0.76,4.85,1,0,1,0,0
12-04-2025 09:10:15-CR-002,12/04/2025 9:10,-0.66,3.82,1,1,0,0,0
12-04-2025 09:10:15-CR-003,12/04/2025 9:10,-0.26,2.22,1,0,0,1,0
12-04-2025 09:10:15-CR-004,12/04/2025 9:10,-0.375,13.39,4,1,0,1,2
12-04-2025 09:10:15-CR-005,12/04/2025 9:10,-0.39,10.71,4,0,0,2,2
12-04-2025 09:10:15-CR-006,12/04/2025 9:10,-0.56,2.14,1,0,0,1,0
12-04-2025 09:10:15-CR-007,12/04/2025 9:10,-0.3175,11.95,4,0,2,0,2
12-04-2025 09:10:15-CR-008,12/04/2025 9:10,-0.4725,6.73,4,0,1,2,1
12-04-2025 09:10:30-CR-001,12/04/2025 9:10,-0.435,7.95,4,2,1,1,0
12-04-2025 09:10:30-CR-002,12/04/2025 9:10,-0.33,3.94,1,0,0,1,0
12-04-2025 09:10:30-CR-003,12/04/2025 9:10,-0.473333333,5.96,3,0,0,1,2
12-04-2025 09:10:30-CR-004,12/04/2025 9:10,-0.34,3.38,1,1,0,0,0
12-04-2025 09:10:30-CR-005,12/04/2025 9:10,-0.445,7.62,2,0,0,1,1
12-04-2025 09:10:30-CR-006,12/04/2025 9:10,-0.53,3.97,1,0,1,0,0
12-04-2025 09:10:30-CR-007,12/04/2025 9:10,-0.585,7.84,2,2,0,0,0
12-04-2025 09:10:30-CR-008,12/04/2025 9:10,-0.63,2.15,1,1,0,0,0
12-04-2025 09:10:45-CR-001,12/04/2025 9:10,-0.35,0.92,1,0,1,0,0
12-04-2025 09:10:45-CR-002,12/04/2025 9:10,-0.38,2.5,2,1,0,0,1
12-04-2025 09:10:45-CR-003,12/04/2025 9:10,-0.3275,11.06,4,1,1,1,1
12-04-2025 09:10:45-CR-004,12/04/2025 9:10,-0.57,8.39,4,1,3,0,0
12-04-2025 09:10:45-CR-005,12/04/2025 9:10,-0.4225,12.64,4,0,0,4,0
12-04-2025 09:10:45-CR-006,12/04/2025 9:10,-0.67,11.91,4,1,2,1,0
12-04-2025 09:10:45-CR-007,12/04/2025 9:10,-0.525,11.37,4,2,1,0,1
12-04-2025 09:10:45-CR-008,12/04/2025 9:10,-0.29,0.44,1,0,0,0,1
12-04-2025 09:11:00-CR-001,12/04/2025 9:11,-0.44,7.38,4,1,0,3,0
12-04-2025 09:11:00-CR-002,12/04/2025 9:11,-0.58,3.83,3,1,1,1,0
12-04-2025 09:11:00-CR-003,12/04/2025 9:11,-0.4875,12.16,4,2,0,0,2
12-04-2025 09:11:00-CR-004,12/04/2025 9:11,-0.37,5.56,3,0,1,2,0
12-04-2025 09:11:00-CR-005,12/04/2025 9:11,-0.5325,7.21,4,0,2,1,1
12-04-2025 09:11:00-CR-006,12/04/2025 9:11,-0.2675,11.7,4,1,2,0,1
12-04-2025 09:11:00-CR-007,12/04/2025 9:11,-0.7,4.2,1,0,0,0,1
12-04-2025 09:11:00-CR-008,12/04/2025 9:11,-0.475,2.66,2,0,0,2,0
12-04-2025 09:11:15-CR-001,12/04/2025 9:11,-0.44,1,1,0,0,0,1
12-04-2025 09:11:15-CR-002,12/04/2025 9:11,-0.19,12.78,4,1,0,1,2
12-04-2025 09:11:15-CR-003,12/04/2025 9:11,-0.386666667,9.23,3,2,0,0,1
12-04-2025 09:11:15-CR-004,12/04/2025 9:11,-0.465,8.78,4,1,2,0,1
12-04-2025 09:11:15-CR-005,12/04/2025 9:11,-0.47,10.86,3,1,1,1,0
12-04-2025 09:11:15-CR-006,12/04/2025 9:11,-0.51,1.89,2,0,1,0,1
12-04-2025 09:11:15-CR-007,12/04/2025 9:11,-0.615,3.83,2,0,1,0,1
12-04-2025 09:11:15-CR-008,12/04/2025 9:11,-0.245,3.39,2,1,0,0,1
12-04-2025 09:11:30-CR-001,12/04/2025 9:11,-0.6,8.6,4,0,1,2,1
12-04-2025 09:11:30-CR-002,12/04/2025 9:11,-0.64,4.15,1,0,0,0,1
12-04-2025 09:11:30-CR-003,12/04/2025 9:11,-0.71,9.69,3,1,0,1,1
12-04-2025 09:11:30-CR-004,12/04/2025 9:11,-0.48,3.45,1,0,0,0,1
12-04-2025 09:11:30-CR-005,12/04/2025 9:11,-0.6125,9.47,4,1,1,1,1
12-04-2025 09:11:30-CR-006,12/04/2025 9:11,-0.7,8,3,0,1,1,1
12-04-2025 09:11:30-CR-007,12/04/2025 9:11,-0.54,7.89,2,0,2,0,0
12-04-2025 09:11:30-CR-008,12/04/2025 9:11,-0.48,10.95,3,0,1,1,1
12-04-2025 09:11:45-CR-001,12/04/2025 9:11,-0.61,5.2,2,0,0,2,0
12-04-2025 09:11:45-CR-002,12/04/2025 9:11,-0.5825,11.61,4,0,2,0,2
12-04-2025 09:11:45-CR-003,12/04/2025 9:11,-0.36,5.26,2,1,0,1,0
12-04-2025 09:11:45-CR-004,12/04/2025 9:11,-0.5975,9.59,4,3,0,0,1
12-04-2025 09:11:45-CR-005,12/04/2025 9:11,-0.43,2.4,1,0,0,0,1
12-04-2025 09:11:45-CR-006,12/04/2025 9:11,-0.53,4.99,1,0,0,1,0
12-04-2025 09:11:45-CR-007,12/04/2025 9:11,-0.54,4.43,1,1,0,0,0
12-04-2025 09:11:45-CR-008,12/04/2025 9:11,-0.44,3.95,1,1,0,0,0
12-04-2025 09:12:00-CR-001,12/04/2025 9:12,-0.466666667,10.13,3,0,1,0,2
12-04-2025 09:12:00-CR-002,12/04/2025 9:12,-0.516666667,6.42,3,2,1,0,0
12-04-2025 09:12:00-CR-003,12/04/2025 9:12,-0.435,4.54,2,1,0,0,1
12-04-2025 09:12:00-CR-004,12/04/2025 9:12,-0.716666667,4.67,3,2,0,1,0
12-04-2025 09:12:00-CR-005,12/04/2025 9:12,-0.5725,11.1,4,1,2,1,0
12-04-2025 09:12:00-CR-006,12/04/2025 9:12,-0.466666667,5.21,3,0,1,1,1
12-04-2025 09:12:00-CR-007,12/04/2025 9:12,-0.5275,14.12,4,1,1,0,2
12-04-2025 09:12:00-CR-008,12/04/2025 9:12,-0.603333333,7.03,3,2,0,1,0
12-04-2025 09:12:15-CR-001,12/04/2025 9:12,-0.55,12.57,4,1,1,1,1
12-04-2025 09:12:15-CR-002,12/04/2025 9:12,-0.585,4.16,2,0,1,1,0
12-04-2025 09:12:15-CR-003,12/04/2025 9:12,-0.373333333,10.97,3,0,2,1,0
12-04-2025 09:12:15-CR-004,12/04/2025 9:12,-0.45,3.07,2,1,1,0,0
12-04-2025 09:12:15-CR-005,12/04/2025 9:12,-0.65,3.92,1,1,0,0,0
12-04-2025 09:12:15-CR-006,12/04/2025 9:12,-0.626666667,5.55,3,2,0,0,1
12-04-2025 09:12:15-CR-007,12/04/2025 9:12,-0.603333333,9.59,3,0,2,0,1
12-04-2025 09:12:15-CR-008,12/04/2025 9:12,-0.3625,7.84,4,1,0,2,1
12-04-2025 09:12:30-CR-001,12/04/2025 9:12,-0.485,10.47,4,1,1,0,2
12-04-2025 09:12:30-CR-002,12/04/2025 9:12,-0.4,7.9,3,1,0,2,0
12-04-2025 09:12:30-CR-003,12/04/2025 9:12,-0.61,5.78,2,0,0,1,1
12-04-2025 09:12:30-CR-004,12/04/2025 9:12,-0.405,7.96,2,0,2,0,0
12-04-2025 09:12:30-CR-005,12/04/2025 9:12,-0.37,2.42,2,0,0,1,1
12-04-2025 09:12:30-CR-006,12/04/2025 9:12,-0.52,4.31,2,0,1,0,1
12-04-2025 09:12:30-CR-007,12/04/2025 9:12,-0.375,16.06,4,2,0,0,2
12-04-2025 09:12:30-CR-008,12/04/2025 9:12,-0.41,8.12,3,0,0,1,2
12-04-2025 09:12:45-CR-001,12/04/2025 9:12,-0.74,4.37,2,1,1,0,0
12-04-2025 09:12:45-CR-002,12/04/2025 9:12,-0.51,1.77,1,0,1,0,0
12-04-2025 09:12:45-CR-003,12/04/2025 9:12,-0.42,4.45,2,0,0,1,1
12-04-2025 09:12:45-CR-004,12/04/2025 9:12,-0.453333333,1.53,3,2,0,1,0
12-04-2025 09:12:45-CR-005,12/04/2025 9:12,-0.4375,8.34,4,1,0,1,2
12-04-2025 09:12:45-CR-006,12/04/2025 9:12,-0.465,5.94,4,0,0,1,3
12-04-2025 09:12:45-CR-007,12/04/2025 9:12,-0.375,9.75,4,3,1,0,0
12-04-2025 09:12:45-CR-008,12/04/2025 9:12,-0.63,8.01,4,0,2,1,1
12-04-2025 09:13:00-CR-001,12/04/2025 9:13,-0.65,2.51,2,1,0,0,1
12-04-2025 09:13:00-CR-002,12/04/2025 9:13,-0.47,3.92,1,0,0,1,0
12-04-2025 09:13:00-CR-003,12/04/2025 9:13,-0.5775,11.96,4,0,0,1,3
12-04-2025 09:13:00-CR-004,12/04/2025 9:13,-0.38,3.02,1,0,1,0,0
12-04-2025 09:13:00-CR-005,12/04/2025 9:13,-0.3925,10.84,4,0,2,1,1
12-04-2025 09:13:00-CR-006,12/04/2025 9:13,-0.18,2.71,1,0,0,0,1
12-04-2025 09:13:00-CR-007,12/04/2025 9:13,-0.47,3.28,2,0,0,1,1
12-04-2025 09:13:00-CR-008,12/04/2025 9:13,-0.615,10.78,4,0,2,2,0
12-04-2025 09:13:15-CR-001,12/04/2025 9:13,-0.57,4.88,1,0,0,1,0
12-04-2025 09:13:15-CR-002,12/04/2025 9:13,-0.49,3.65,1,0,0,1,0
12-04-2025 09:13:15-CR-003,12/04/2025 9:13,-0.485,10.17,4,2,0,1,1
12-04-2025 09:13:15-CR-004,12/04/2025 9:13,-0.385,1.83,2,1,0,1,0
12-04-2025 09:13:15-CR-005,12/04/2025 9:13,-0.42,5.76,2,1,0,1,0
12-04-2025 09:13:15-CR-006,12/04/2025 9:13,-0.456666667,12.18,3,1,1,0,1
12-04-2025 09:13:15-CR-007,12/04/2025 9:13,-0.39,4.19,2,0,0,2,0
12-04-2025 09:13:15-CR-008,12/04/2025 9:13,-0.81,0.5,1,0,1,0,0
12-04-2025 09:13:30-CR-001,12/04/2025 9:13,-0.76,5.93,2,1,0,1,0
12-04-2025 09:13:30-CR-002,12/04/2025 9:13,-0.43,9.15,3,1,1,0,1
12-04-2025 09:13:30-CR-003,12/04/2025 9:13,-0.565,3.61,2,1,0,0,1
12-04-2025 09:13:30-CR-004,12/04/2025 9:13,-0.52,4.28,1,0,1,0,0
12-04-2025 09:13:30-CR-005,12/04/2025 9:13,-0.545,12.37,4,0,0,1,3
12-04-2025 09:13:30-CR-006,12/04/2025 9:13,-0.475,10.72,4,0,0,2,2
12-04-2025 09:13:30-CR-007,12/04/2025 9:13,-0.483333333,5.06,3,1,0,0,2
12-04-2025 09:13:30-CR-008,12/04/2025 9:13,-0.37,4.39,2,0,0,1,1
12-04-2025 09:13:45-CR-001,12/04/2025 9:13,-0.43,7.07,2,1,0,1,0
12-04-2025 09:13:45-CR-002,12/04/2025 9:13,-0.14,1.13,1,0,0,1,0
12-04-2025 09:13:45-CR-003,12/04/2025 9:13,-0.51,1.27,1,0,0,0,1
12-04-2025 09:13:45-CR-004,12/04/2025 9:13,-0.21,0.47,1,0,0,0,1
12-04-2025 09:13:45-CR-005,12/04/2025 9:13,-0.5575,10.14,4,1,0,0,3
12-04-2025 09:13:45-CR-006,12/04/2025 9:13,-0.51,3.87,1,0,0,0,1
12-04-2025 09:13:45-CR-007,12/04/2025 9:13,-0.5,9.15,2,0,0,0,2
12-04-2025 09:13:45-CR-008,12/04/2025 9:13,-0.625,2.96,2,0,1,1,0
12-04-2025 09:14:00-CR-001,12/04/2025 9:14,-0.5875,11.63,4,2,2,0,0
12-04-2025 09:14:00-CR-002,12/04/2025 9:14,-0.413333333,7.84,3,1,1,0,1
12-04-2025 09:14:00-CR-003,12/04/2025 9:14,-0.68,3.49,2,1,0,1,0
12-04-2025 09:14:00-CR-004,12/04/2025 9:14,-0.46,12.28,4,0,0,1,3
12-04-2025 09:14:00-CR-005,12/04/2025 9:14,-0.335,3.98,2,0,0,1,1
12-04-2025 09:14:00-CR-006,12/04/2025 9:14,-0.516666667,5.46,3,1,0,1,1
12-04-2025 09:14:00-CR-007,12/04/2025 9:14,-0.39,7.37,4,0,1,2,1
12-04-2025 09:14:00-CR-008,12/04/2025 9:14,-0.31,0.37,1,0,0,0,1
12-04-2025 09:14:15-CR-001,12/04/2025 9:14,-0.68,10.6,3,0,0,1,2
12-04-2025 09:14:15-CR-002,12/04/2025 9:14,-0.4,0.27,1,1,0,0,0
12-04-2025 09:14:15-CR-003,12/04/2025 9:14,-0.603333333,11.36,3,0,0,1,2
12-04-2025 09:14:15-CR-004,12/04/2025 9:14,-0.615,5.9,4,1,2,1,0
12-04-2025 09:14:15-CR-005,12/04/2025 9:14,-0.403333333,8.48,3,1,1,0,1
12-04-2025 09:14:15-CR-006,12/04/2025 9:14,-0.69,2.28,2,1,0,0,1
12-04-2025 09:14:15-CR-007,12/04/2025 9:14,-0.585,8.14,2,0,1,1,0
12-04-2025 09:14:15-CR-008,12/04/2025 9:14,-0.4525,4.25,4,2,1,1,0
12-04-2025 09:14:30-CR-001,12/04/2025 9:14,-0.37,7.42,4,0,2,2,0
12-04-2025 09:14:30-CR-002,12/04/2025 9:14,-0.343333333,6.28,3,2,0,0,1
12-04-2025 09:14:30-CR-003,12/04/2025 9:14,-0.6425,8.09,4,1,0,2,1
12-04-2025 09:14:30-CR-004,12/04/2025 9:14,-0.75,4.35,1,1,0,0,0
12-04-2025 09:14:30-CR-005,12/04/2025 9:14,-0.57,0.32,1,0,0,0,1
12-04-2025 09:14:30-CR-006,12/04/2025 9:14,-0.39,0.26,1,1,0,0,0
12-04-2025 09:14:30-CR-007,12/04/2025 9:14,-0.653333333,8.29,3,1,1,0,1
12-04-2025 09:14:30-CR-008,12/04/2025 9:14,-0.585,12.14,4,0,3,1,0
12-04-2025 09:14:45-CR-001,12/04/2025 9:14,-0.82,2.3,1,0,0,0,1
12-04-2025 09:14:45-CR-002,12/04/2025 9:14,-0.47,0.14,1,0,0,1,0
12-04-2025 09:14:45-CR-003,12/04/2025 9:14,-0.7425,9.66,4,0,0,3,1
12-04-2025 09:14:45-CR-004,12/04/2025 9:14,-0.506666667,9.29,3,0,2,0,1
12-04-2025 09:14:45-CR-005,12/04/2025 9:14,-0.706666667,8.66,3,2,0,0,1
12-04-2025 09:14:45-CR-006,12/04/2025 9:14,-0.63,1.67,2,0,1,1,0
12-04-2025 09:14:45-CR-007,12/04/2025 9:14,-0.42,12.07,4,0,2,1,1
12-04-2025 09:14:45-CR-008,12/04/2025 9:14,-0.445,8.05,2,2,0,0,0
12-04-2025 09:15:00-CR-001,12/04/2025 9:15,-0.555,10.01,4,2,1,1,0
12-04-2025 09:15:00-CR-002,12/04/2025 9:15,-0.48,4.05,2,1,1,0,0
12-04-2025 09:15:00-CR-003,12/04/2025 9:15,-0.446666667,8.95,3,0,0,1,2
12-04-2025 09:15:00-CR-004,12/04/2025 9:15,-0.536666667,12.36,3,1,1,1,0
12-04-2025 09:15:00-CR-005,12/04/2025 9:15,-0.265,2.57,2,0,1,0,1
12-04-2025 09:15:00-CR-006,12/04/2025 9:15,-0.58,4.92,3,2,0,1,0
12-04-2025 09:15:00-CR-007,12/04/2025 9:15,-0.665,3.22,2,0,1,0,1
12-04-2025 09:15:00-CR-008,12/04/2025 9:15,-0.57,5.24,2,0,0,1,1
12-04-2025 09:15:15-CR-001,12/04/2025 9:15,-0.53,4.3,1,1,0,0,0
12-04-2025 09:15:15-CR-002,12/04/2025 9:15,-0.4075,13.48,4,1,1,1,1
12-04-2025 09:15:15-CR-003,12/04/2025 9:15,-0.55,4.34,1,0,0,0,1
12-04-2025 09:15:15-CR-004,12/04/2025 9:15,-0.6625,8.55,4,0,2,2,0
12-04-2025 09:15:15-CR-005,12/04/2025 9:15,-0.413333333,11.9,3,0,2,0,1
12-04-2025 09:15:15-CR-006,12/04/2025 9:15,-0.42,6.72,2,0,1,1,0
12-04-2025 09:15:15-CR-007,12/04/2025 9:15,-0.39,0.73,1,0,0,0,1
12-04-2025 09:15:15-CR-008,12/04/2025 9:15,-0.3975,9.48,4,2,1,1,0
12-04-2025 09:15:30-CR-001,12/04/2025 9:15,-0.49,12.38,4,1,2,1,0
12-04-2025 09:15:30-CR-002,12/04/2025 9:15,-0.175,2.72,2,2,0,0,0
12-04-2025 09:15:30-CR-003,12/04/2025 9:15,-0.33,4.77,2,0,1,0,1
12-04-2025 09:15:30-CR-004,12/04/2025 9:15,-0.28,2.87,2,0,0,1,1
12-04-2025 09:15:30-CR-005,12/04/2025 9:15,-0.746666667,12.8,3,0,1,0,2
12-04-2025 09:15:30-CR-006,12/04/2025 9:15,-0.73,4.71,1,1,0,0,0
12-04-2025 09:15:30-CR-007,12/04/2025 9:15,-0.34,0.77,1,0,1,0,0
12-04-2025 09:15:30-CR-008,12/04/2025 9:15,-0.433333333,10.22,3,0,1,0,2
12-04-2025 09:15:45-CR-001,12/04/2025 9:15,-0.403333333,10.29,3,0,1,1,1
12-04-2025 09:15:45-CR-002,12/04/2025 9:15,-0.446666667,9.87,3,0,1,2,0
12-04-2025 09:15:45-CR-003,12/04/2025 9:15,-0.466666667,5.73,3,1,0,1,1
12-04-2025 09:15:45-CR-004,12/04/2025 9:15,-0.2,4.28,1,1,0,0,0
12-04-2025 09:15:45-CR-005,12/04/2025 9:15,-0.42,12.03,4,1,0,2,1
12-04-2025 09:15:45-CR-006,12/04/2025 9:15,-0.4,1.09,1,1,0,0,0
12-04-2025 09:15:45-CR-007,12/04/2025 9:15,-0.41,7.73,3,1,0,0,2
12-04-2025 09:15:45-CR-008,12/04/2025 9:15,-0.53,10.03,3,2,0,0,1
12-04-2025 09:16:00-CR-001,12/04/2025 9:16,-0.39,3.79,2,0,1,1,0
12-04-2025 09:16:00-CR-002,12/04/2025 9:16,-0.5,9.81,4,1,0,3,0
12-04-2025 09:16:00-CR-003,12/04/2025 9:16,-0.58,8.59,3,0,2,0,1
12-04-2025 09:16:00-CR-004,12/04/2025 9:16,-0.74,3.08,2,2,0,0,0
12-04-2025 09:16:00-CR-005,12/04/2025 9:16,-0.2,0.77,2,0,1,0,1
12-04-2025 09:16:00-CR-006,12/04/2025 9:16,-0.31,8.68,2,0,1,1,0
12-04-2025 09:16:00-CR-007,12/04/2025 9:16,-0.61,8.77,4,2,1,1,0
12-04-2025 09:16:00-CR-008,12/04/2025 9:16,-0.45,5.2,3,0,2,1,0
12-04-2025 09:16:15-CR-001,12/04/2025 9:16,-0.6,1.9,1,0,1,0,0
12-04-2025 09:16:15-CR-002,12/04/2025 9:16,-0.52,2.36,1,0,0,0,1
12-04-2025 09:16:15-CR-003,12/04/2025 9:16,-0.526666667,6.38,3,0,1,0,2
12-04-2025 09:16:15-CR-004,12/04/2025 9:16,-0.555,8.17,2,0,0,2,0
12-04-2025 09:16:15-CR-005,12/04/2025 9:16,-0.095,5.14,2,1,0,0,1
12-04-2025 09:16:15-CR-006,12/04/2025 9:16,-0.863333333,4.54,3,1,0,0,2
12-04-2025 09:16:15-CR-007,12/04/2025 9:16,-0.62,4.72,2,0,1,0,1
12-04-2025 09:16:15-CR-008,12/04/2025 9:16,-0.505,5.18,2,1,0,1,0
12-04-2025 09:16:30-CR-001,12/04/2025 9:16,-0.69,1.87,1,0,0,1,0
12-04-2025 09:16:30-CR-002,12/04/2025 9:16,-0.58,1.44,1,1,0,0,0
12-04-2025 09:16:30-CR-003,12/04/2025 9:16,-0.435,8.05,4,1,3,0,0
12-04-2025 09:16:30-CR-004,12/04/2025 9:16,-0.76,4.88,1,1,0,0,0
12-04-2025 09:16:30-CR-005,12/04/2025 9:16,-0.525,5.41,2,0,1,1,0
12-04-2025 09:16:30-CR-006,12/04/2025 9:16,-0.49,2.27,1,0,0,0,1
12-04-2025 09:16:30-CR-007,12/04/2025 9:16,-0.55,9.17,4,0,3,0,1
12-04-2025 09:16:30-CR-008,12/04/2025 9:16,-0.33,2.17,1,1,0,0,0
12-04-2025 09:16:45-CR-001,12/04/2025 9:16,-0.503333333,8.06,3,0,0,0,3
12-04-2025 09:16:45-CR-002,12/04/2025 9:16,-0.63,2.75,1,0,0,1,0
12-04-2025 09:16:45-CR-003,12/04/2025 9:16,-0.67,2.5,2,1,0,1,0
12-04-2025 09:16:45-CR-004,12/04/2025 9:16,-0.43,7.25,2,1,0,0,1
12-04-2025 09:16:45-CR-005,12/04/2025 9:16,-0.426666667,3.42,3,0,1,1,1
12-04-2025 09:16:45-CR-006,12/04/2025 9:16,-0.28,3.38,1,0,0,1,0
12-04-2025 09:16:45-CR-007,12/04/2025 9:16,-0.325,5.25,2,0,0,1,1
12-04-2025 09:16:45-CR-008,12/04/2025 9:16,0.11,0.14,1,0,1,0,0
12-04-2025 09:17:00-CR-001,12/04/2025 9:17,-0.48,0.75,1,0,0,0,1
12-04-2025 09:17:00-CR-002,12/04/2025 9:17,-0.34,5.09,2,0,1,1,0
12-04-2025 09:17:00-CR-003,12/04/2025 9:17,-0.55,1.78,1,0,0,1,0
12-04-2025 09:17:00-CR-004,12/04/2025 9:17,-0.295,15.28,4,1,2,1,0
12-04-2025 09:17:00-CR-005,12/04/2025 9:17,-0.21,2.23,1,1,0,0,0
12-04-2025 09:17:00-CR-006,12/04/2025 9:17,-0.5,2,1,0,1,0,0
12-04-2025 09:17:00-CR-007,12/04/2025 9:17,-0.61,5.92,2,1,1,0,0
12-04-2025 09:17:00-CR-008,12/04/2025 9:17,-0.47,6.45,2,1,1,0,0
12-04-2025 09:17:15-CR-001,12/04/2025 9:17,-0.4825,7.66,4,1,0,2,1
12-04-2025 09:17:15-CR-002,12/04/2025 9:17,-0.29,0.27,1,0,0,0,1
12-04-2025 09:17:15-CR-003,12/04/2025 9:17,-0.593333333,6.86,3,1,2,0,0
12-04-2025 09:17:15-CR-004,12/04/2025 9:17,-0.345,2.85,2,1,1,0,0
12-04-2025 09:17:15-CR-005,12/04/2025 9:17,-0.595,11.95,4,2,0,0,2
12-04-2025 09:17:15-CR-006,12/04/2025 9:17,-0.67,8.48,4,2,1,1,0
12-04-2025 09:17:15-CR-007,12/04/2025 9:17,-0.61,4.39,1,0,0,1,0
12-04-2025 09:17:15-CR-008,12/04/2025 9:17,-0.455,4.55,2,0,2,0,0
12-04-2025 09:17:30-CR-001,12/04/2025 9:17,-0.405,2.9,2,0,1,1,0
12-04-2025 09:17:30-CR-002,12/04/2025 9:17,-0.59,0.62,1,0,0,0,1
12-04-2025 09:17:30-CR-003,12/04/2025 9:17,-0.27,2.34,2,0,1,0,1
12-04-2025 09:17:30-CR-004,12/04/2025 9:17,-0.245,13.81,4,0,1,2,1
12-04-2025 09:17:30-CR-005,12/04/2025 9:17,-0.495,7.52,2,0,0,1,1
12-04-2025 09:17:30-CR-006,12/04/2025 9:17,-0.55,3.95,1,0,1,0,0
12-04-2025 09:17:30-CR-007,12/04/2025 9:17,-0.44,9.84,4,2,0,2,0
12-04-2025 09:17:30-CR-008,12/04/2025 9:17,-0.43,6.64,2,0,1,1,0
12-04-2025 09:17:45-CR-001,12/04/2025 9:17,-0.54,7.77,3,1,1,1,0
12-04-2025 09:17:45-CR-002,12/04/2025 9:17,-0.49,1.75,1,0,0,1,0
12-04-2025 09:17:45-CR-003,12/04/2025 9:17,-0.6475,15.53,4,0,2,0,2
12-04-2025 09:17:45-CR-004,12/04/2025 9:17,-0.683333333,9.32,3,0,0,1,2
