Timestamp,Sensor ID,Time_Sensor_ID,Latitude,Longitude,Location,Predicted Rainfall (mm),Actual Rainfall (mm),Predicted Windspeed (km/h),Actual Windspeed (km/h),Predicted Temperature (°C),Actual Temperature (°C),Predicted Humidity (%),Actual Humidity (%),Predicted Storm,Actual Storm,Flood Event
3/4/2025 6:00,CITY-PrincesTown,04-03-2025 06-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,15.7,7.8,21.6,19.5,26.7,26,62,73.6,Clear,Cloudy,No
3/4/2025 7:00,CR-001,04-03-2025 07-00-00-CR-001,10.62038,-61.466257,Port of Spain,19.6,12.2,19.7,24,27.9,31.9,78.6,87.8,Storm,Cloudy,No
3/4/2025 7:00,CR-002,04-03-2025 07-00-00-CR-002,10.617247,-61.43931,Chaguanas,23.9,2.1,25.3,9.2,29.2,24.7,83.7,65.6,Cloudy,Cloudy,No
3/4/2025 7:00,CR-003,04-03-2025 07-00-00-CR-003,10.616628,-61.420142,Couva,32.9,21.8,13.8,19,29.2,24.3,75.6,75.1,Clear,Rainy,No
3/4/2025 7:00,CR-004,04-03-2025 07-00-00-CR-004,10.609654,-61.395995,San Fernando,11.4,1.6,21.5,6.5,31,25.6,80.5,60.6,Storm,Clear,No
3/4/2025 7:00,CR-005,04-03-2025 07-00-00-CR-005,10.606111,-61.374422,Princes Town,29,2.3,20.8,19.9,27.9,29.3,69,85.9,Storm,Cloudy,No
3/4/2025 7:00,CR-006,04-03-2025 07-00-00-CR-006,10.582769,-61.341406,Point Fortin,0.3,5.6,16.5,6.8,27.7,24.2,81.9,74.8,Rainy,Clear,No
3/4/2025 7:00,CR-007,04-03-2025 07-00-00-CR-007,10.578663,-61.291224,Sangre Grande,26,47.2,17.7,17.1,27.1,29.6,86.5,76.5,Cloudy,Rainy,No
3/4/2025 7:00,CR-008,04-03-2025 07-00-00-CR-008,10.5799,-61.255061,Arima,15.1,23.8,22.4,5,28.5,25.8,72.3,89.4,Storm,Cloudy,No
3/4/2025 7:00,CITY-PortofSpain,04-03-2025 07-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,5.2,42.6,12.1,5.3,27.1,30.7,67.5,78,Cloudy,Rainy,No
3/4/2025 7:00,CITY-SanFernando,04-03-2025 07-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,28.2,22.9,11.8,23.1,26.2,28.5,66.9,67.1,Clear,Clear,No
3/4/2025 7:00,CITY-Chaguanas,04-03-2025 07-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,44.5,30.3,18.7,17.5,25,24.5,83.9,86.9,Clear,Clear,No
3/4/2025 7:00,CITY-Arima,04-03-2025 07-00-00-CITY-Arima,10.6333,-61.2833,Arima,33.4,37.6,13.2,15.3,28.4,27.9,81.1,71.3,Cloudy,Storm,No
3/4/2025 7:00,CITY-PointFortin,04-03-2025 07-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,11.6,48,19.7,14.6,31.5,24,68.4,72.1,Clear,Rainy,No
3/4/2025 7:00,CITY-SangreGrande,04-03-2025 07-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,2.1,37.1,24.2,9.2,30,24.4,69,72.1,Cloudy,Clear,No
3/4/2025 7:00,CITY-Couva,04-03-2025 07-00-00-CITY-Couva,10.4256,-61.4675,Couva,14.1,3.6,29.4,9.8,31.5,28.4,62.1,65.9,Cloudy,Rainy,No
3/4/2025 7:00,CITY-PrincesTown,04-03-2025 07-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,9.8,27.3,17.8,12.8,28.5,29.1,60.2,69.1,Rainy,Rainy,No
3/4/2025 8:00,CR-001,04-03-2025 08-00-00-CR-001,10.62038,-61.466257,Port of Spain,31.4,41.2,23.2,13,26,25,70.6,86.1,Storm,Storm,No
3/4/2025 8:00,CR-002,04-03-2025 08-00-00-CR-002,10.617247,-61.43931,Chaguanas,48.1,49.8,7.4,10,24.4,31.9,69.8,60.9,Cloudy,Storm,No
3/4/2025 8:00,CR-003,04-03-2025 08-00-00-CR-003,10.616628,-61.420142,Couva,32.6,24.3,11.8,29.4,28.1,29,65.7,70.1,Rainy,Cloudy,No
3/4/2025 8:00,CR-004,04-03-2025 08-00-00-CR-004,10.609654,-61.395995,San Fernando,1.9,15.7,19.2,24.7,27.2,30.4,86.7,63.2,Storm,Clear,No
3/4/2025 8:00,CR-005,04-03-2025 08-00-00-CR-005,10.606111,-61.374422,Princes Town,14.5,21,10.4,12.7,24.4,27.6,63.6,86.3,Cloudy,Storm,No
3/4/2025 8:00,CR-006,04-03-2025 08-00-00-CR-006,10.582769,-61.341406,Point Fortin,11.1,14.2,8.1,29.9,27.6,27.5,72.8,71.6,Cloudy,Storm,No
3/4/2025 8:00,CR-007,04-03-2025 08-00-00-CR-007,10.578663,-61.291224,Sangre Grande,4.1,26.5,24.4,12.1,26.6,29.3,73.5,70.4,Cloudy,Cloudy,No
3/4/2025 8:00,CR-008,04-03-2025 08-00-00-CR-008,10.5799,-61.255061,Arima,41.3,39.3,6.3,17,26.5,24.5,82.3,81.9,Clear,Clear,No
3/4/2025 8:00,CITY-PortofSpain,04-03-2025 08-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,35,7.4,6.3,10.3,29.6,31.9,85.2,82.8,Clear,Rainy,No
3/4/2025 8:00,CITY-SanFernando,04-03-2025 08-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,22.2,36.5,6.8,26.8,26.2,26.1,63.4,82,Storm,Storm,No
3/4/2025 8:00,CITY-Chaguanas,04-03-2025 08-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,20.4,42.2,27.2,24.5,24.9,30.3,63.1,89.8,Cloudy,Cloudy,No
3/4/2025 8:00,CITY-Arima,04-03-2025 08-00-00-CITY-Arima,10.6333,-61.2833,Arima,18.5,24.2,9.2,19.8,30.6,25.1,77.5,68.9,Cloudy,Cloudy,No
3/4/2025 8:00,CITY-PointFortin,04-03-2025 08-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,45,2.4,27.5,9.5,25.3,30.4,66.9,65.8,Storm,Rainy,No
3/4/2025 8:00,CITY-SangreGrande,04-03-2025 08-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,12.9,9,15.6,17.6,26,28.1,76.6,75,Storm,Storm,No
3/4/2025 8:00,CITY-Couva,04-03-2025 08-00-00-CITY-Couva,10.4256,-61.4675,Couva,43.6,28.7,27.2,6.7,32,26.4,71.6,63.3,Rainy,Rainy,No
3/4/2025 8:00,CITY-PrincesTown,04-03-2025 08-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,0.1,7.4,11.8,24.2,30.8,28.3,60.8,67.6,Cloudy,Cloudy,No
3/4/2025 9:00,CR-001,04-03-2025 09-00-00-CR-001,10.62038,-61.466257,Port of Spain,41.8,24.5,21.5,20.6,29.5,26.9,72.9,88.3,Clear,Cloudy,No
3/4/2025 9:00,CR-002,04-03-2025 09-00-00-CR-002,10.617247,-61.43931,Chaguanas,41.2,29,14.5,15.6,29.1,30.3,83,81.4,Cloudy,Clear,No
3/4/2025 9:00,CR-003,04-03-2025 09-00-00-CR-003,10.616628,-61.420142,Couva,21.8,20.4,19.4,13.6,24,25.8,63,76.9,Storm,Storm,No
3/4/2025 9:00,CR-004,04-03-2025 09-00-00-CR-004,10.609654,-61.395995,San Fernando,40.5,17,18.2,13.2,28.8,26.9,72,82.8,Storm,Clear,No
3/4/2025 9:00,CR-005,04-03-2025 09-00-00-CR-005,10.606111,-61.374422,Princes Town,13.4,40,18,24.2,26.1,29.8,76.8,68.8,Rainy,Clear,No
3/4/2025 9:00,CR-006,04-03-2025 09-00-00-CR-006,10.582769,-61.341406,Point Fortin,5,1.3,15.3,21.9,27,25.8,60.5,67.8,Storm,Cloudy,No
3/4/2025 9:00,CR-007,04-03-2025 09-00-00-CR-007,10.578663,-61.291224,Sangre Grande,40.8,4.8,23.8,16.9,30.9,26.8,86.1,76.3,Rainy,Storm,No
3/4/2025 9:00,CR-008,04-03-2025 09-00-00-CR-008,10.5799,-61.255061,Arima,47.7,46.9,22.2,21.9,24.3,31.2,63.7,78.5,Rainy,Clear,No
3/4/2025 9:00,CITY-PortofSpain,04-03-2025 09-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,6.4,44.9,24.7,27.9,30.3,27.8,63.6,88.4,Cloudy,Cloudy,No
3/4/2025 9:00,CITY-SanFernando,04-03-2025 09-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,35,42.5,5.3,24.6,28.1,25,70.3,63.7,Rainy,Rainy,No
3/4/2025 9:00,CITY-Chaguanas,04-03-2025 09-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,15,0.6,17.3,13,25.7,27.6,72.3,72.6,Rainy,Rainy,No
3/4/2025 9:00,CITY-Arima,04-03-2025 09-00-00-CITY-Arima,10.6333,-61.2833,Arima,32,40.6,10.9,10.7,25.4,24.3,89.3,66.7,Clear,Cloudy,No
3/4/2025 9:00,CITY-PointFortin,04-03-2025 09-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,21.9,28.5,19.7,24.3,30.6,27.3,63.5,78.9,Rainy,Clear,No
3/4/2025 9:00,CITY-SangreGrande,04-03-2025 09-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,10,19.8,17.5,8.1,31.5,27.8,66,87,Cloudy,Rainy,No
3/4/2025 9:00,CITY-Couva,04-03-2025 09-00-00-CITY-Couva,10.4256,-61.4675,Couva,0.5,37.8,29.9,7.4,31,31,68.6,62.8,Storm,Clear,No
3/4/2025 9:00,CITY-PrincesTown,04-03-2025 09-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,38.4,19.1,6.7,26.8,29.4,29.1,87.1,65.7,Clear,Cloudy,No
3/4/2025 10:00,CR-001,04-03-2025 10-00-00-CR-001,10.62038,-61.466257,Port of Spain,21.5,3.5,27.8,24.3,24.9,26.7,71,79.8,Cloudy,Rainy,No
3/4/2025 10:00,CR-002,04-03-2025 10-00-00-CR-002,10.617247,-61.43931,Chaguanas,1.6,45.4,8.9,17.5,25.9,24.4,86.6,77.2,Storm,Storm,No
3/4/2025 10:00,CR-003,04-03-2025 10-00-00-CR-003,10.616628,-61.420142,Couva,18,22.6,28.2,28.2,30,27.6,84.1,88.8,Rainy,Storm,No
3/4/2025 10:00,CR-004,04-03-2025 10-00-00-CR-004,10.609654,-61.395995,San Fernando,22.3,43.2,22.1,7.8,27.4,30.8,65.5,88.8,Rainy,Storm,No
3/4/2025 10:00,CR-005,04-03-2025 10-00-00-CR-005,10.606111,-61.374422,Princes Town,16.5,46.2,22.5,27,30.4,24.1,63.5,83.5,Storm,Clear,No
3/4/2025 10:00,CR-006,04-03-2025 10-00-00-CR-006,10.582769,-61.341406,Point Fortin,1.6,43.6,20.9,18.5,29.9,26.9,63.4,73.9,Rainy,Rainy,No
3/4/2025 10:00,CR-007,04-03-2025 10-00-00-CR-007,10.578663,-61.291224,Sangre Grande,9.8,2.9,17,20.8,31,26,65.5,65.5,Cloudy,Cloudy,No
3/4/2025 10:00,CR-008,04-03-2025 10-00-00-CR-008,10.5799,-61.255061,Arima,18.3,43.9,6.3,8.2,30.8,25.3,71.4,85.2,Cloudy,Storm,No
3/4/2025 10:00,CITY-PortofSpain,04-03-2025 10-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,19.6,32,12.8,16.9,28.2,29.3,63,60.9,Cloudy,Cloudy,No
3/4/2025 10:00,CITY-SanFernando,04-03-2025 10-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,44.2,36,18.7,29.9,26.3,27.3,70.9,67.5,Storm,Rainy,No
3/4/2025 10:00,CITY-Chaguanas,04-03-2025 10-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,24,11.4,12.2,23.5,28.3,30.5,78.6,60.9,Rainy,Rainy,No
3/4/2025 10:00,CITY-Arima,04-03-2025 10-00-00-CITY-Arima,10.6333,-61.2833,Arima,19.9,8.8,18,8.8,29.9,31.4,89.6,73.9,Rainy,Rainy,No
3/4/2025 10:00,CITY-PointFortin,04-03-2025 10-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,23,33.3,26,22.6,29.4,27.6,72.6,81.9,Clear,Storm,No
3/4/2025 10:00,CITY-SangreGrande,04-03-2025 10-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,2,25.5,9.9,24,30.9,29.5,62.3,73.8,Storm,Cloudy,No
3/4/2025 10:00,CITY-Couva,04-03-2025 10-00-00-CITY-Couva,10.4256,-61.4675,Couva,11.4,37.5,19.8,11.9,24.4,25.4,78.6,65.7,Storm,Rainy,No
3/4/2025 10:00,CITY-PrincesTown,04-03-2025 10-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,16,11.6,22.7,17.1,31.6,31.4,63.2,61.9,Clear,Storm,No
3/4/2025 11:00,CR-001,04-03-2025 11-00-00-CR-001,10.62038,-61.466257,Port of Spain,46.2,12.9,28.7,16,29.1,24.5,68.8,86.7,Storm,Storm,No
3/4/2025 11:00,CR-002,04-03-2025 11-00-00-CR-002,10.617247,-61.43931,Chaguanas,14.5,26.5,13.2,21.6,29.4,25.4,67.9,69.9,Clear,Clear,No
3/4/2025 11:00,CR-003,04-03-2025 11-00-00-CR-003,10.616628,-61.420142,Couva,11.8,44.2,18.2,11.4,26.6,28.8,85,75.1,Clear,Storm,No
3/4/2025 11:00,CR-004,04-03-2025 11-00-00-CR-004,10.609654,-61.395995,San Fernando,9,46.3,5.3,29.4,29.7,24.6,75.2,79,Cloudy,Cloudy,No
3/4/2025 11:00,CR-005,04-03-2025 11-00-00-CR-005,10.606111,-61.374422,Princes Town,7.6,9.9,5.9,20.7,27.6,28.6,74.8,82,Clear,Clear,No
3/4/2025 11:00,CR-006,04-03-2025 11-00-00-CR-006,10.582769,-61.341406,Point Fortin,12.2,8.8,13.9,15.8,24.8,27.2,72.8,71.5,Storm,Storm,No
3/4/2025 11:00,CR-007,04-03-2025 11-00-00-CR-007,10.578663,-61.291224,Sangre Grande,5.5,23.9,27,14.7,25.7,31.5,88,69.4,Clear,Clear,No
3/4/2025 11:00,CR-008,04-03-2025 11-00-00-CR-008,10.5799,-61.255061,Arima,3.1,6.2,18.4,13.5,28,28.9,79.9,89.2,Clear,Clear,No
3/4/2025 11:00,CITY-PortofSpain,04-03-2025 11-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,34.4,29.8,13.4,16.7,30.3,26.1,72.6,66.8,Rainy,Clear,No
3/4/2025 11:00,CITY-SanFernando,04-03-2025 11-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,16.6,18.5,22.6,27.9,31.9,28.5,79.1,65.6,Storm,Clear,No
3/4/2025 11:00,CITY-Chaguanas,04-03-2025 11-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,48.5,28.4,12.9,26.3,30.3,29.8,67.8,83.2,Cloudy,Clear,No
3/4/2025 11:00,CITY-Arima,04-03-2025 11-00-00-CITY-Arima,10.6333,-61.2833,Arima,37.6,24.8,17.5,5.5,26.3,24,71.1,68,Cloudy,Cloudy,No
3/4/2025 11:00,CITY-PointFortin,04-03-2025 11-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,36.6,8.8,16,23.3,31.7,31.9,62.1,75.1,Clear,Clear,No
3/4/2025 11:00,CITY-SangreGrande,04-03-2025 11-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,40.8,5.7,26.1,20.5,27.9,27.3,87.7,74.9,Rainy,Rainy,No
3/4/2025 11:00,CITY-Couva,04-03-2025 11-00-00-CITY-Couva,10.4256,-61.4675,Couva,33.1,1.5,22.8,13,28.9,25.4,86.8,63.4,Cloudy,Cloudy,No
3/4/2025 11:00,CITY-PrincesTown,04-03-2025 11-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,4.3,18.1,22,22.4,30.1,25,84.3,62.6,Clear,Clear,No
3/4/2025 12:00,CR-001,04-03-2025 12-00-00-CR-001,10.62038,-61.466257,Port of Spain,5.7,13,24.1,21.9,26,31.9,75,86.9,Storm,Cloudy,No
3/4/2025 12:00,CR-002,04-03-2025 12-00-00-CR-002,10.617247,-61.43931,Chaguanas,13.3,16.7,7.8,25.8,27.7,30.2,87.1,88.7,Clear,Clear,No
3/4/2025 12:00,CR-003,04-03-2025 12-00-00-CR-003,10.616628,-61.420142,Couva,43.9,24.4,17.3,23.4,26.2,27.4,65.1,82.6,Storm,Rainy,No
3/4/2025 12:00,CR-004,04-03-2025 12-00-00-CR-004,10.609654,-61.395995,San Fernando,34.1,49.1,7.9,13.9,26.4,29,79.8,73,Rainy,Rainy,No
3/4/2025 12:00,CR-005,04-03-2025 12-00-00-CR-005,10.606111,-61.374422,Princes Town,14.3,18.9,18,24,29.6,30.3,84,72.9,Clear,Clear,No
3/4/2025 12:00,CR-006,04-03-2025 12-00-00-CR-006,10.582769,-61.341406,Point Fortin,22.2,28.5,9.9,14.9,29.4,29.3,65.1,66.6,Clear,Cloudy,No
3/4/2025 12:00,CR-007,04-03-2025 12-00-00-CR-007,10.578663,-61.291224,Sangre Grande,8.1,18.2,21.5,24.6,27.6,26.7,65.6,84.7,Cloudy,Rainy,No
3/4/2025 12:00,CR-008,04-03-2025 12-00-00-CR-008,10.5799,-61.255061,Arima,14.9,21.6,9.1,26.7,31.1,24.5,64.9,65,Clear,Storm,No
3/4/2025 12:00,CITY-PortofSpain,04-03-2025 12-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,47.3,10.9,10.9,28,30,30.5,84.4,70.4,Cloudy,Clear,No
3/4/2025 12:00,CITY-SanFernando,04-03-2025 12-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,33.3,11.5,27.6,19.8,29.4,24.1,72.7,89.8,Cloudy,Cloudy,No
3/4/2025 12:00,CITY-Chaguanas,04-03-2025 12-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,16.4,10.7,9.2,7.7,25.8,26,71.4,85.4,Rainy,Rainy,No
3/4/2025 12:00,CITY-Arima,04-03-2025 12-00-00-CITY-Arima,10.6333,-61.2833,Arima,13.9,34.1,28.7,27.2,29.7,24.5,74.9,68.2,Clear,Clear,No
3/4/2025 12:00,CITY-PointFortin,04-03-2025 12-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,7.7,19.3,13.5,16.7,25.6,30.3,75.1,84.4,Rainy,Rainy,No
3/4/2025 12:00,CITY-SangreGrande,04-03-2025 12-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,19.6,12.4,25.8,25.2,28.9,25.8,75.2,79,Storm,Storm,No
3/4/2025 12:00,CITY-Couva,04-03-2025 12-00-00-CITY-Couva,10.4256,-61.4675,Couva,17.4,28.5,24.1,12.1,31.3,24.5,64,60.7,Rainy,Clear,No
3/4/2025 12:00,CITY-PrincesTown,04-03-2025 12-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,0,28.7,11.3,13.1,31.9,29.8,69.2,68.2,Clear,Clear,No
3/4/2025 13:00,CR-001,04-03-2025 13-00-00-CR-001,10.62038,-61.466257,Port of Spain,22.1,10.4,14,20.9,26.6,28.3,78.8,83.7,Cloudy,Cloudy,No
3/4/2025 13:00,CR-002,04-03-2025 13-00-00-CR-002,10.617247,-61.43931,Chaguanas,24.3,44,15.9,24.7,30.4,28.6,60.6,75.2,Cloudy,Cloudy,No
3/4/2025 13:00,CR-003,04-03-2025 13-00-00-CR-003,10.616628,-61.420142,Couva,9.9,22.2,13.3,25.2,24.3,30.1,78.4,86.9,Storm,Storm,No
3/4/2025 13:00,CR-004,04-03-2025 13-00-00-CR-004,10.609654,-61.395995,San Fernando,27.3,49.5,29.2,18.3,24.9,25.5,80.6,80.7,Rainy,Cloudy,No
3/4/2025 13:00,CR-005,04-03-2025 13-00-00-CR-005,10.606111,-61.374422,Princes Town,19.2,9.8,9.3,10.5,31.8,30.2,82.1,88.4,Rainy,Rainy,No
3/4/2025 13:00,CR-006,04-03-2025 13-00-00-CR-006,10.582769,-61.341406,Point Fortin,10.1,32.7,25.1,25.9,29,27.4,70,66.4,Cloudy,Cloudy,No
3/4/2025 13:00,CR-007,04-03-2025 13-00-00-CR-007,10.578663,-61.291224,Sangre Grande,26,15.7,22.3,21.8,25.1,26.5,67.4,87.9,Rainy,Rainy,No
3/4/2025 13:00,CR-008,04-03-2025 13-00-00-CR-008,10.5799,-61.255061,Arima,47.7,2.1,16.1,6.1,28.6,28.3,64.7,64.8,Cloudy,Cloudy,No
3/4/2025 13:00,CITY-PortofSpain,04-03-2025 13-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,11,34.7,19.5,28.2,28.1,30.2,79.3,81.4,Clear,Rainy,No
3/4/2025 13:00,CITY-SanFernando,04-03-2025 13-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,27.7,46.3,29.9,24.1,30.9,29.4,84.9,84.7,Storm,Storm,No
3/4/2025 13:00,CITY-Chaguanas,04-03-2025 13-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,36.6,39.6,26.7,12.7,28.2,31.8,86.8,88.3,Clear,Clear,No
3/4/2025 13:00,CITY-Arima,04-03-2025 13-00-00-CITY-Arima,10.6333,-61.2833,Arima,37.3,49.5,22.4,24.7,31.5,31.9,82.1,86.2,Storm,Rainy,No
3/4/2025 13:00,CITY-PointFortin,04-03-2025 13-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,49.3,13.6,19.4,8.4,29.7,27.5,87.1,83.1,Rainy,Cloudy,No
3/4/2025 13:00,CITY-SangreGrande,04-03-2025 13-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,10.1,16.3,29.3,12.8,28.8,27.9,75.9,76.1,Cloudy,Cloudy,No
3/4/2025 13:00,CITY-Couva,04-03-2025 13-00-00-CITY-Couva,10.4256,-61.4675,Couva,7.3,33.6,21,12,24.2,26.3,63.4,65.7,Rainy,Rainy,No
3/4/2025 13:00,CITY-PrincesTown,04-03-2025 13-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,35,48.7,24.3,20.9,30.2,30.6,84.4,67.5,Clear,Clear,No
3/4/2025 14:00,CR-001,04-03-2025 14-00-00-CR-001,10.62038,-61.466257,Port of Spain,39.1,15.1,23.8,6,28.4,31.6,87.4,69.3,Clear,Clear,No
3/4/2025 14:00,CR-002,04-03-2025 14-00-00-CR-002,10.617247,-61.43931,Chaguanas,41,21.3,22.5,20.9,30.4,28.2,67.9,87.7,Clear,Clear,No
3/4/2025 14:00,CR-003,04-03-2025 14-00-00-CR-003,10.616628,-61.420142,Couva,27.5,30.2,23.4,16.6,30.1,30.2,70.9,76.7,Rainy,Clear,No
3/4/2025 14:00,CR-004,04-03-2025 14-00-00-CR-004,10.609654,-61.395995,San Fernando,32.8,26.3,27.1,7.7,30.6,24.6,64.9,80.4,Storm,Storm,No
3/4/2025 14:00,CR-005,04-03-2025 14-00-00-CR-005,10.606111,-61.374422,Princes Town,34.2,19.8,19.4,27.9,26.5,29.1,68.3,65.2,Clear,Clear,No
3/4/2025 14:00,CR-006,04-03-2025 14-00-00-CR-006,10.582769,-61.341406,Point Fortin,21.7,34.5,7.6,9.5,30.2,27,72.7,89.3,Cloudy,Clear,No
3/4/2025 14:00,CR-007,04-03-2025 14-00-00-CR-007,10.578663,-61.291224,Sangre Grande,18.6,18.8,9.3,11.5,30.1,29.7,74.1,60.7,Cloudy,Clear,No
3/4/2025 14:00,CR-008,04-03-2025 14-00-00-CR-008,10.5799,-61.255061,Arima,2.6,10,8,22.3,27.5,31.2,75.9,73.9,Clear,Rainy,No
3/4/2025 14:00,CITY-PortofSpain,04-03-2025 14-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,47.5,4.5,10.8,16.4,29.7,25.8,81.9,75.5,Clear,Clear,No
3/4/2025 14:00,CITY-SanFernando,04-03-2025 14-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,23.3,41.6,26.1,27.1,30.6,30.6,64.4,65.2,Cloudy,Clear,No
3/4/2025 14:00,CITY-Chaguanas,04-03-2025 14-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,26,27.1,14.7,9.9,28.6,26.9,61.7,71.7,Clear,Storm,No
3/4/2025 14:00,CITY-Arima,04-03-2025 14-00-00-CITY-Arima,10.6333,-61.2833,Arima,21.6,40.6,17.5,22.6,27.6,27.2,86.2,65.1,Cloudy,Cloudy,No
3/4/2025 14:00,CITY-PointFortin,04-03-2025 14-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,28.2,34.2,23.7,22.6,28.1,25.9,64.9,80.9,Cloudy,Cloudy,No
3/4/2025 14:00,CITY-SangreGrande,04-03-2025 14-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,26.4,0.7,15.4,21.6,28.6,31,65.4,74.3,Cloudy,Cloudy,No
3/4/2025 14:00,CITY-Couva,04-03-2025 14-00-00-CITY-Couva,10.4256,-61.4675,Couva,27.3,44.2,20.4,14,30.6,25.2,78.6,79.2,Rainy,Rainy,No
3/4/2025 14:00,CITY-PrincesTown,04-03-2025 14-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,1.1,10.1,28.7,26,25.1,25.3,70.5,78.1,Storm,Storm,No
3/4/2025 15:00,CR-001,04-03-2025 15-00-00-CR-001,10.62038,-61.466257,Port of Spain,39.2,36.1,13.9,6.4,28.2,30.9,82.5,79.5,Cloudy,Cloudy,No
3/4/2025 15:00,CR-002,04-03-2025 15-00-00-CR-002,10.617247,-61.43931,Chaguanas,0.2,33.4,12.3,10.8,27.9,31.3,73.2,75.6,Cloudy,Clear,No
3/4/2025 15:00,CR-003,04-03-2025 15-00-00-CR-003,10.616628,-61.420142,Couva,7.9,38.6,16.8,11.5,29.6,25.2,65,80.2,Rainy,Storm,No
3/4/2025 15:00,CR-004,04-03-2025 15-00-00-CR-004,10.609654,-61.395995,San Fernando,26.8,22.7,11.5,20.1,30.8,31,70.5,68.7,Storm,Storm,No
3/4/2025 15:00,CR-005,04-03-2025 15-00-00-CR-005,10.606111,-61.374422,Princes Town,15.1,35.1,16.3,7.6,28.4,24.9,65.6,87.3,Cloudy,Storm,No
3/4/2025 15:00,CR-006,04-03-2025 15-00-00-CR-006,10.582769,-61.341406,Point Fortin,24.4,21.4,24.1,26.3,29.6,28.9,88.1,89.9,Rainy,Rainy,No
3/4/2025 15:00,CR-007,04-03-2025 15-00-00-CR-007,10.578663,-61.291224,Sangre Grande,2.4,14.5,26.4,29,28.2,25.7,73.2,68.5,Cloudy,Clear,No
3/4/2025 15:00,CR-008,04-03-2025 15-00-00-CR-008,10.5799,-61.255061,Arima,35.6,42.3,20.3,22.8,31.5,30.5,62.9,71.4,Cloudy,Rainy,No
3/4/2025 15:00,CITY-PortofSpain,04-03-2025 15-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,19,3.8,11.4,5.4,26.9,26.1,87.5,77.6,Clear,Storm,No
3/4/2025 15:00,CITY-SanFernando,04-03-2025 15-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,12.9,44.3,14.8,25.6,24.9,29.7,64.6,74.1,Clear,Storm,No
3/4/2025 15:00,CITY-Chaguanas,04-03-2025 15-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,22.3,33.7,14.8,11.8,26.7,26.6,64.6,64.3,Rainy,Rainy,No
3/4/2025 15:00,CITY-Arima,04-03-2025 15-00-00-CITY-Arima,10.6333,-61.2833,Arima,13.2,19.9,6.8,20.8,29,29.9,88.1,82.7,Cloudy,Cloudy,No
