datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
05-03-2025 14-00-00-CR-001,3/5/2025 14:00,-0.191666666666666,1.46,1,0,0,0,1
05-03-2025 14-00-00-CR-002,3/5/2025 14:00,0.5,1.56,1,1,0,0,0
05-03-2025 14-00-00-CR-003,3/5/2025 14:00,-0.072222222222222,3.69,3,0,0,3,0
05-03-2025 15-00-00-CR-001,3/5/2025 15:00,0.0566666666666668,7.3,5,0,0,0,5
05-03-2025 15-00-00-CR-002,3/5/2025 15:00,0.288888888888889,7.41,3,0,3,0,0
05-03-2025 15-00-00-CR-003,3/5/2025 15:00,-0.225,2.46,2,0,0,2,0
05-03-2025 16-00-00-CR-001,3/5/2025 16:00,0.125,1.46,1,0,0,0,1
05-03-2025 16-00-00-CR-002,3/5/2025 16:00,-0.136111111111111,6.5,3,1,2,0,0
05-03-2025 16-00-00-CR-003,3/5/2025 16:00,0.2375,2.46,2,0,0,2,0
05-03-2025 17-00-00-CR-001,3/5/2025 17:00,0.125,1.46,1,0,0,0,1
05-03-2025 17-00-00-CR-002,3/5/2025 17:00,0.125,2.47,1,0,1,0,0
05-03-2025 17-00-00-CR-003,3/5/2025 17:00,0.125,4.92,4,0,0,4,0
05-03-2025 18-00-00-CR-001,3/5/2025 18:00,-0.1625,5.84,4,0,0,0,4
05-03-2025 18-00-00-CR-002,3/5/2025 18:00,0.015,11.44,5,1,4,0,0
05-03-2025 18-00-00-CR-003,3/5/2025 18:00,0.0500000000000001,2.46,2,0,0,2,0
05-03-2025 19-00-00-CR-001,3/5/2025 19:00,-0.0166666666666667,2.92,2,0,0,0,2
05-03-2025 19-00-00-CR-002,3/5/2025 19:00,-0.0166666666666667,10.53,5,2,3,0,0
05-03-2025 19-00-00-CR-003,3/5/2025 19:00,0.4,1.23,1,0,0,1,0
05-03-2025 20-00-00-CR-001,3/5/2025 20:00,-0.0583333333333333,4.38,3,0,0,0,3
05-03-2025 20-00-00-CR-003,3/5/2025 20:00,-0.0333333333333333,1.23,1,0,0,1,0
05-03-2025 21-00-00-CR-001,3/5/2025 21:00,-0.129166666666666,5.84,4,0,0,0,4
05-03-2025 21-00-00-CR-002,3/5/2025 21:00,0.216666666666667,7.15,4,3,1,0,0
05-03-2025 21-00-00-CR-003,3/5/2025 21:00,0.197222222222222,3.69,3,0,0,3,0
05-03-2025 22-00-00-CR-001,3/5/2025 22:00,-0.0333333333333333,1.46,1,0,0,0,1
05-03-2025 22-00-00-CR-002,3/5/2025 22:00,0.4,2.47,1,0,1,0,0
05-03-2025 22-00-00-CR-003,3/5/2025 22:00,0.166666666666667,3.69,3,0,0,3,0
05-03-2025 23-00-00-CR-001,3/5/2025 23:00,-0.191666666666666,1.46,1,0,0,0,1
05-03-2025 23-00-00-CR-002,3/5/2025 23:00,0.04,9.62,5,3,2,0,0
05-03-2025 23-00-00-CR-003,3/5/2025 23:00,-0.0875,4.92,4,0,0,4,0
06-03-2025 00-00-00-CR-001,3/6/2025 0:00,0.05,2.92,2,0,0,0,2
06-03-2025 00-00-00-CR-002,3/6/2025 0:00,0.19,8.71,5,4,1,0,0
06-03-2025 00-00-00-CR-003,3/6/2025 0:00,-0.0249999999999999,1.23,1,0,0,1,0
06-03-2025 01-00-00-CR-002,3/6/2025 1:00,0.5,2.47,1,0,1,0,0
06-03-2025 01-00-00-CR-003,3/6/2025 1:00,0.0383333333333334,6.15,5,0,0,5,0
06-03-2025 02-00-00-CR-001,3/6/2025 2:00,-0.208333333333333,4.38,3,0,0,0,3
06-03-2025 02-00-00-CR-002,3/6/2025 2:00,0.175,5.59,3,2,1,0,0
06-03-2025 02-00-00-CR-003,3/6/2025 2:00,-0.0694444444444444,3.69,3,0,0,3,0
06-03-2025 03-00-00-CR-001,3/6/2025 3:00,0.125,1.46,1,0,0,0,1
06-03-2025 03-00-00-CR-002,3/6/2025 3:00,-0.0611111111111111,5.59,3,2,1,0,0
06-03-2025 04-00-00-CR-001,3/6/2025 4:00,0.291666666666667,4.38,3,0,0,0,3
06-03-2025 04-00-00-CR-002,3/6/2025 4:00,-0.0916666666666667,4.03,2,1,1,0,0
06-03-2025 04-00-00-CR-003,3/6/2025 4:00,-0.225,2.46,2,0,0,2,0
06-03-2025 05-00-00-CR-001,3/6/2025 5:00,-0.191666666666666,1.46,1,0,0,0,1
06-03-2025 05-00-00-CR-002,3/6/2025 5:00,0.0216666666666668,10.53,5,2,3,0,0
06-03-2025 05-00-00-CR-003,3/6/2025 5:00,0.125,1.23,1,0,0,1,0
06-03-2025 06-00-00-CR-001,3/6/2025 6:00,0.0333333333333333,4.38,3,0,0,0,3
06-03-2025 06-00-00-CR-002,3/6/2025 6:00,0.0100000000000001,10.53,5,2,3,0,0
06-03-2025 07-00-00-CR-001,3/6/2025 7:00,-0.0875,2.92,2,0,0,0,2
06-03-2025 07-00-00-CR-002,3/6/2025 7:00,0.166666666666667,10.53,5,2,3,0,0
06-03-2025 07-00-00-CR-003,3/6/2025 7:00,0.197222222222222,3.69,3,0,0,3,0
06-03-2025 08-00-00-CR-001,3/6/2025 8:00,-0.0249999999999999,1.46,1,0,0,0,1
06-03-2025 08-00-00-CR-002,3/6/2025 8:00,0.0291666666666667,11.18,6,4,2,0,0
06-03-2025 08-00-00-CR-003,3/6/2025 8:00,-0.08125,4.92,4,0,0,4,0
06-03-2025 09-00-00-CR-001,3/6/2025 9:00,-0.0333333333333333,1.46,1,0,0,0,1
06-03-2025 09-00-00-CR-002,3/6/2025 9:00,-0.0166666666666665,8.06,4,2,2,0,0
06-03-2025 09-00-00-CR-003,3/6/2025 9:00,0.04,6.15,5,0,0,5,0
06-03-2025 10-00-00-CR-001,3/6/2025 10:00,0.4,1.46,1,0,0,0,1
06-03-2025 10-00-00-CR-002,3/6/2025 10:00,-0.0694444444444444,5.59,3,2,1,0,0
06-03-2025 10-00-00-CR-003,3/6/2025 10:00,0.0500000000000001,2.46,2,0,0,2,0
06-03-2025 11-00-00-CR-001,3/6/2025 11:00,0,1.46,1,0,0,0,1
06-03-2025 11-00-00-CR-002,3/6/2025 11:00,-0.0194444444444444,7.41,3,0,3,0,0
06-03-2025 12-00-00-CR-001,3/6/2025 12:00,-0.0916666666666667,2.92,2,0,0,0,2
06-03-2025 12-00-00-CR-002,3/6/2025 12:00,-0.108333333333333,5.59,3,2,1,0,0
06-03-2025 12-00-00-CR-003,3/6/2025 12:00,0.125,1.23,1,0,0,1,0
06-03-2025 13-00-00-CR-002,3/6/2025 13:00,0.141666666666667,9.88,4,0,4,0,0
06-03-2025 13-00-00-CR-003,3/6/2025 13:00,-0.3,1.23,1,0,0,1,0
06-03-2025 14-00-00-CR-001,3/6/2025 14:00,0.125,1.46,1,0,0,0,1
06-03-2025 14-00-00-CR-002,3/6/2025 14:00,0.4,2.47,1,0,1,0,0
06-03-2025 14-00-00-CR-003,3/6/2025 14:00,-0.033333333333333,2.46,2,0,0,2,0
06-03-2025 15-00-00-CR-001,3/6/2025 15:00,0.4,1.46,1,0,0,0,1
06-03-2025 15-00-00-CR-002,3/6/2025 15:00,0.2875,7.15,4,3,1,0,0
06-03-2025 15-00-00-CR-003,3/6/2025 15:00,0,1.23,1,0,0,1,0
06-03-2025 16-00-00-CR-002,3/6/2025 16:00,-0.0375,16.12,8,4,4,0,0
06-03-2025 16-00-00-CR-003,3/6/2025 16:00,0.125,1.23,1,0,0,1,0
06-03-2025 17-00-00-CR-001,3/6/2025 17:00,-0.108333333333333,4.38,3,0,0,0,3
06-03-2025 17-00-00-CR-002,3/6/2025 17:00,-0.0229166666666665,7.15,4,3,1,0,0
06-03-2025 17-00-00-CR-003,3/6/2025 17:00,-0.3,1.23,1,0,0,1,0
06-03-2025 18-00-00-CR-001,3/6/2025 18:00,-0.3,1.46,1,0,0,0,1
06-03-2025 18-00-00-CR-002,3/6/2025 18:00,-0.0583333333333333,12.09,6,3,3,0,0
06-03-2025 18-00-00-CR-003,3/6/2025 18:00,-0.0875,2.46,2,0,0,2,0
06-03-2025 19-00-00-CR-001,3/6/2025 19:00,-0.0249999999999999,1.46,1,0,0,0,1
06-03-2025 19-00-00-CR-002,3/6/2025 19:00,0.0750000000000001,12.74,7,5,2,0,0
06-03-2025 19-00-00-CR-003,3/6/2025 19:00,0.125,1.23,1,0,0,1,0
06-03-2025 20-00-00-CR-001,3/6/2025 20:00,0.125,1.46,1,0,0,0,1
06-03-2025 20-00-00-CR-002,3/6/2025 20:00,-0.133333333333333,12.35,5,0,5,0,0
06-03-2025 20-00-00-CR-003,3/6/2025 20:00,-0.133333333333333,7.38,6,0,0,6,0
06-03-2025 21-00-00-CR-001,3/6/2025 21:00,0.4,1.46,1,0,0,0,1
06-03-2025 21-00-00-CR-002,3/6/2025 21:00,0.225,6.24,4,4,0,0,0
06-03-2025 21-00-00-CR-003,3/6/2025 21:00,0.25,2.46,2,0,0,2,0
06-03-2025 22-00-00-CR-002,3/6/2025 22:00,0.075,5.59,3,2,1,0,0
06-03-2025 22-00-00-CR-003,3/6/2025 22:00,0.25,2.46,2,0,0,2,0
06-03-2025 23-00-00-CR-001,3/6/2025 23:00,0.005555555555556,4.38,3,0,0,0,3
06-03-2025 23-00-00-CR-002,3/6/2025 23:00,-0.191666666666666,2.47,1,0,1,0,0
07-03-2025 00-00-00-CR-001,3/7/2025 0:00,0.3125,2.92,2,0,0,0,2
07-03-2025 00-00-00-CR-002,3/7/2025 0:00,-0.0708333333333331,6.24,4,4,0,0,0
07-03-2025 00-00-00-CR-003,3/7/2025 0:00,0.154166666666667,2.46,2,0,0,2,0
07-03-2025 01-00-00-CR-001,3/7/2025 1:00,0.0625,2.92,2,0,0,0,2
07-03-2025 01-00-00-CR-002,3/7/2025 1:00,0.0940476190476192,12.74,7,5,2,0,0
07-03-2025 01-00-00-CR-003,3/7/2025 1:00,0.183333333333333,2.46,2,0,0,2,0
07-03-2025 02-00-00-CR-001,3/7/2025 2:00,0.125,4.38,3,0,0,0,3
07-03-2025 02-00-00-CR-002,3/7/2025 2:00,0.0433333333333335,8.71,5,4,1,0,0
07-03-2025 02-00-00-CR-003,3/7/2025 2:00,0.0166666666666667,4.92,4,0,0,4,0
07-03-2025 03-00-00-CR-001,3/7/2025 3:00,-0.0333333333333333,1.46,1,0,0,0,1
07-03-2025 03-00-00-CR-002,3/7/2025 3:00,-0.0483333333333333,11.44,5,1,4,0,0
07-03-2025 03-00-00-CR-003,3/7/2025 3:00,0.125,1.23,1,0,0,1,0
07-03-2025 04-00-00-CR-001,3/7/2025 4:00,0.5,1.46,1,0,0,0,1
07-03-2025 04-00-00-CR-002,3/7/2025 4:00,0.216666666666667,4.68,3,3,0,0,0
07-03-2025 05-00-00-CR-002,3/7/2025 5:00,0.125,13.91,6,1,5,0,0
07-03-2025 05-00-00-CR-003,3/7/2025 5:00,0.5,1.23,1,0,0,1,0
07-03-2025 06-00-00-CR-002,3/7/2025 6:00,0.0222222222222223,11.18,6,4,2,0,0
07-03-2025 07-00-00-CR-001,3/7/2025 7:00,0.104166666666667,2.92,2,0,0,0,2
07-03-2025 07-00-00-CR-002,3/7/2025 7:00,0.241666666666667,8.06,4,2,2,0,0
07-03-2025 07-00-00-CR-003,3/7/2025 7:00,-0.0333333333333333,2.46,2,0,0,2,0
07-03-2025 08-00-00-CR-001,3/7/2025 8:00,-0.164583333333333,5.84,4,0,0,0,4
07-03-2025 08-00-00-CR-002,3/7/2025 8:00,0,1.56,1,1,0,0,0
07-03-2025 08-00-00-CR-003,3/7/2025 8:00,0.0194444444444447,3.69,3,0,0,3,0
07-03-2025 09-00-00-CR-002,3/7/2025 9:00,-0.122222222222222,4.68,3,3,0,0,0
07-03-2025 09-00-00-CR-003,3/7/2025 9:00,0.075,3.69,3,0,0,3,0
07-03-2025 10-00-00-CR-001,3/7/2025 10:00,0.002777777777778,4.38,3,0,0,0,3
07-03-2025 10-00-00-CR-002,3/7/2025 10:00,0.0729166666666668,16.12,8,4,4,0,0
07-03-2025 10-00-00-CR-003,3/7/2025 10:00,0.00277777777777799,3.69,3,0,0,3,0
07-03-2025 11-00-00-CR-001,3/7/2025 11:00,-0.0333333333333333,1.46,1,0,0,0,1
07-03-2025 11-00-00-CR-002,3/7/2025 11:00,-0.0333333333333333,1.56,1,1,0,0,0
07-03-2025 11-00-00-CR-003,3/7/2025 11:00,0.0250000000000001,7.38,6,0,0,6,0
07-03-2025 12-00-00-CR-002,3/7/2025 12:00,0.233333333333333,4.94,2,0,2,0,0
07-03-2025 12-00-00-CR-003,3/7/2025 12:00,0.05,2.46,2,0,0,2,0
07-03-2025 13-00-00-CR-001,3/7/2025 13:00,-0.172222222222222,4.38,3,0,0,0,3
07-03-2025 13-00-00-CR-003,3/7/2025 13:00,0.175,2.46,2,0,0,2,0
07-03-2025 14-00-00-CR-001,3/7/2025 14:00,0.0625,2.92,2,0,0,0,2
07-03-2025 14-00-00-CR-002,3/7/2025 14:00,-0.191666666666666,1.56,1,1,0,0,0
07-03-2025 14-00-00-CR-003,3/7/2025 14:00,0.125,1.23,1,0,0,1,0
07-03-2025 15-00-00-CR-001,3/7/2025 15:00,0.341666666666667,4.38,3,0,0,0,3
07-03-2025 15-00-00-CR-002,3/7/2025 15:00,0.0194444444444447,7.41,3,0,3,0,0
07-03-2025 15-00-00-CR-003,3/7/2025 15:00,-0.3,1.23,1,0,0,1,0
07-03-2025 16-00-00-CR-001,3/7/2025 16:00,0.175,2.92,2,0,0,0,2
07-03-2025 16-00-00-CR-002,3/7/2025 16:00,0.0333333333333334,5.59,3,2,1,0,0
07-03-2025 16-00-00-CR-003,3/7/2025 16:00,0.216666666666667,3.69,3,0,0,3,0
07-03-2025 17-00-00-CR-001,3/7/2025 17:00,0.4,1.46,1,0,0,0,1
07-03-2025 17-00-00-CR-002,3/7/2025 17:00,0.04375,7.15,4,3,1,0,0
07-03-2025 17-00-00-CR-003,3/7/2025 17:00,-0.191666666666666,1.23,1,0,0,1,0
07-03-2025 18-00-00-CR-002,3/7/2025 18:00,-0.15,1.56,1,1,0,0,0
07-03-2025 18-00-00-CR-003,3/7/2025 18:00,0.4,1.23,1,0,0,1,0
07-03-2025 19-00-00-CR-001,3/7/2025 19:00,0.4,1.46,1,0,0,0,1
07-03-2025 19-00-00-CR-002,3/7/2025 19:00,-0.116666666666667,7.41,3,0,3,0,0
07-03-2025 19-00-00-CR-003,3/7/2025 19:00,-0.15,4.92,4,0,0,4,0
07-03-2025 20-00-00-CR-001,3/7/2025 20:00,0.103333333333334,7.3,5,0,0,0,5
07-03-2025 20-00-00-CR-002,3/7/2025 20:00,0.233333333333334,8.06,4,2,2,0,0
07-03-2025 20-00-00-CR-003,3/7/2025 20:00,-0.095833333333333,2.46,2,0,0,2,0
07-03-2025 21-00-00-CR-002,3/7/2025 21:00,-0.0249999999999999,1.56,1,1,0,0,0
07-03-2025 22-00-00-CR-001,3/7/2025 22:00,-0.15,1.46,1,0,0,0,1
07-03-2025 22-00-00-CR-002,3/7/2025 22:00,0.16,11.44,5,1,4,0,0
07-03-2025 23-00-00-CR-001,3/7/2025 23:00,-0.15,2.92,2,0,0,0,2
07-03-2025 23-00-00-CR-002,3/7/2025 23:00,0.2625,4.03,2,1,1,0,0
07-03-2025 23-00-00-CR-003,3/7/2025 23:00,0.341666666666667,3.69,3,0,0,3,0
08-03-2025 00-00-00-CR-001,3/8/2025 0:00,-0.0333333333333333,1.46,1,0,0,0,1
08-03-2025 00-00-00-CR-002,3/8/2025 0:00,0.108333333333333,7.8,5,5,0,0,0
08-03-2025 00-00-00-CR-003,3/8/2025 0:00,-0.0249999999999999,1.23,1,0,0,1,0
08-03-2025 01-00-00-CR-001,3/8/2025 1:00,-0.111111111111111,4.38,3,0,0,0,3
08-03-2025 01-00-00-CR-002,3/8/2025 1:00,0.233333333333333,4.03,2,1,1,0,0
08-03-2025 01-00-00-CR-003,3/8/2025 1:00,-0.0305555555555553,3.69,3,0,0,3,0
08-03-2025 02-00-00-CR-001,3/8/2025 2:00,-0.141666666666667,7.3,5,0,0,0,5
08-03-2025 02-00-00-CR-002,3/8/2025 2:00,-0.3,2.47,1,0,1,0,0
08-03-2025 03-00-00-CR-001,3/8/2025 3:00,-0.033333333333333,2.92,2,0,0,0,2
08-03-2025 03-00-00-CR-002,3/8/2025 3:00,0.0305555555555556,6.5,3,1,2,0,0
08-03-2025 03-00-00-CR-003,3/8/2025 3:00,-0.166666666666667,2.46,2,0,0,2,0
08-03-2025 04-00-00-CR-001,3/8/2025 4:00,0.125,1.46,1,0,0,0,1
08-03-2025 04-00-00-CR-002,3/8/2025 4:00,0.116666666666667,13,6,2,4,0,0
08-03-2025 04-00-00-CR-003,3/8/2025 4:00,0.147222222222222,3.69,3,0,0,3,0
08-03-2025 05-00-00-CR-001,3/8/2025 5:00,0.1875,2.92,2,0,0,0,2
08-03-2025 05-00-00-CR-002,3/8/2025 5:00,0.18125,8.06,4,2,2,0,0
08-03-2025 06-00-00-CR-001,3/8/2025 6:00,0.125,1.46,1,0,0,0,1
08-03-2025 06-00-00-CR-002,3/8/2025 6:00,0.0833333333333333,6.5,3,1,2,0,0
08-03-2025 06-00-00-CR-003,3/8/2025 6:00,0.075,4.92,4,0,0,4,0
08-03-2025 07-00-00-CR-001,3/8/2025 7:00,-0.0333333333333333,1.46,1,0,0,0,1
08-03-2025 07-00-00-CR-002,3/8/2025 7:00,0.05625,7.15,4,3,1,0,0
08-03-2025 08-00-00-CR-001,3/8/2025 8:00,0.125,1.46,1,0,0,0,1
08-03-2025 08-00-00-CR-002,3/8/2025 8:00,-0.0666666666666666,4.68,3,3,0,0,0
08-03-2025 08-00-00-CR-003,3/8/2025 8:00,0.38125,4.92,4,0,0,4,0
08-03-2025 09-00-00-CR-001,3/8/2025 9:00,0.2625,2.92,2,0,0,0,2
08-03-2025 09-00-00-CR-002,3/8/2025 9:00,0.0388888888888893,5.59,3,2,1,0,0
08-03-2025 09-00-00-CR-003,3/8/2025 9:00,-0.033333333333333,2.46,2,0,0,2,0
08-03-2025 10-00-00-CR-001,3/8/2025 10:00,0.0833333333333333,7.3,5,0,0,0,5
08-03-2025 10-00-00-CR-002,3/8/2025 10:00,-0.108333333333333,6.5,3,1,2,0,0
08-03-2025 10-00-00-CR-003,3/8/2025 10:00,0.0866666666666668,6.15,5,0,0,5,0
08-03-2025 11-00-00-CR-002,3/8/2025 11:00,0.065,10.53,5,2,3,0,0
08-03-2025 11-00-00-CR-003,3/8/2025 11:00,0.125,1.23,1,0,0,1,0
08-03-2025 12-00-00-CR-001,3/8/2025 12:00,0.5,1.46,1,0,0,0,1
08-03-2025 12-00-00-CR-002,3/8/2025 12:00,0.00833333333333336,11.44,5,1,4,0,0
08-03-2025 12-00-00-CR-003,3/8/2025 12:00,0.21875,4.92,4,0,0,4,0
08-03-2025 13-00-00-CR-001,3/8/2025 13:00,-0.191666666666666,2.92,2,0,0,0,2
08-03-2025 13-00-00-CR-002,3/8/2025 13:00,0.21875,8.06,4,2,2,0,0
08-03-2025 13-00-00-CR-003,3/8/2025 13:00,0.25,2.46,2,0,0,2,0
08-03-2025 14-00-00-CR-002,3/8/2025 14:00,0.0395833333333336,7.15,4,3,1,0,0
08-03-2025 14-00-00-CR-003,3/8/2025 14:00,-0.0166666666666667,2.46,2,0,0,2,0
08-03-2025 15-00-00-CR-002,3/8/2025 15:00,0.25,4.03,2,1,1,0,0
08-03-2025 15-00-00-CR-003,3/8/2025 15:00,-0.3,1.23,1,0,0,1,0
08-03-2025 16-00-00-CR-002,3/8/2025 16:00,-0.0333333333333333,1.56,1,1,0,0,0
08-03-2025 16-00-00-CR-003,3/8/2025 16:00,-0.0333333333333333,1.23,1,0,0,1,0
08-03-2025 17-00-00-CR-001,3/8/2025 17:00,0.011904761904762,10.22,7,0,0,0,7
08-03-2025 17-00-00-CR-002,3/8/2025 17:00,0.2,5.59,3,2,1,0,0
08-03-2025 18-00-00-CR-001,3/8/2025 18:00,-0.3,2.92,2,0,0,0,2
08-03-2025 18-00-00-CR-002,3/8/2025 18:00,-0.145,9.62,5,3,2,0,0
08-03-2025 19-00-00-CR-001,3/8/2025 19:00,0.2625,2.92,2,0,0,0,2
08-03-2025 19-00-00-CR-002,3/8/2025 19:00,-0.225,8.06,4,2,2,0,0
08-03-2025 20-00-00-CR-001,3/8/2025 20:00,-0.191666666666666,1.46,1,0,0,0,1
08-03-2025 20-00-00-CR-002,3/8/2025 20:00,0.4,2.47,1,0,1,0,0
08-03-2025 21-00-00-CR-001,3/8/2025 21:00,0.125,1.46,1,0,0,0,1
08-03-2025 21-00-00-CR-002,3/8/2025 21:00,-0.0392857142857143,13.65,7,4,3,0,0
08-03-2025 21-00-00-CR-003,3/8/2025 21:00,0.154166666666667,2.46,2,0,0,2,0
08-03-2025 22-00-00-CR-001,3/8/2025 22:00,0.1,2.92,2,0,0,0,2
08-03-2025 22-00-00-CR-002,3/8/2025 22:00,0.3125,4.94,2,0,2,0,0
08-03-2025 22-00-00-CR-003,3/8/2025 22:00,0.2375,2.46,2,0,0,2,0
08-03-2025 23-00-00-CR-002,3/8/2025 23:00,-0.0861111111111109,6.5,3,1,2,0,0
08-03-2025 23-00-00-CR-003,3/8/2025 23:00,0.125,1.23,1,0,0,1,0
09-03-2025 00-00-00-CR-002,3/9/2025 0:00,0.08125,8.06,4,2,2,0,0
09-03-2025 01-00-00-CR-002,3/9/2025 1:00,-0.0291666666666666,3.12,2,2,0,0,0
09-03-2025 01-00-00-CR-003,3/9/2025 1:00,-0.0583333333333333,3.69,3,0,0,3,0
09-03-2025 02-00-00-CR-001,3/9/2025 2:00,-0.1125,2.92,2,0,0,0,2
09-03-2025 02-00-00-CR-002,3/9/2025 2:00,0.0458333333333334,4.94,2,0,2,0,0
09-03-2025 02-00-00-CR-003,3/9/2025 2:00,0.125,1.23,1,0,0,1,0
09-03-2025 03-00-00-CR-001,3/9/2025 3:00,-0.3,1.46,1,0,0,0,1
09-03-2025 03-00-00-CR-002,3/9/2025 3:00,0.166666666666667,6.5,3,1,2,0,0
09-03-2025 03-00-00-CR-003,3/9/2025 3:00,0.5,1.23,1,0,0,1,0
09-03-2025 04-00-00-CR-001,3/9/2025 4:00,0.4,2.92,2,0,0,0,2
09-03-2025 04-00-00-CR-002,3/9/2025 4:00,0.0500000000000001,12.09,6,3,3,0,0
09-03-2025 04-00-00-CR-003,3/9/2025 4:00,0.183333333333333,2.46,2,0,0,2,0
09-03-2025 05-00-00-CR-001,3/9/2025 5:00,0.3125,2.92,2,0,0,0,2
09-03-2025 05-00-00-CR-002,3/9/2025 5:00,0.325,7.41,3,0,3,0,0
09-03-2025 05-00-00-CR-003,3/9/2025 5:00,0.233333333333333,2.46,2,0,0,2,0
09-03-2025 06-00-00-CR-001,3/9/2025 6:00,0,2.92,2,0,0,0,2
09-03-2025 06-00-00-CR-002,3/9/2025 6:00,0.0194444444444447,5.59,3,2,1,0,0
09-03-2025 06-00-00-CR-003,3/9/2025 6:00,0.015,6.15,5,0,0,5,0
09-03-2025 07-00-00-CR-001,3/9/2025 7:00,0.2375,2.92,2,0,0,0,2
09-03-2025 07-00-00-CR-002,3/9/2025 7:00,0.168333333333333,11.44,5,1,4,0,0
09-03-2025 08-00-00-CR-001,3/9/2025 8:00,-0.022222222222222,4.38,3,0,0,0,3
09-03-2025 08-00-00-CR-002,3/9/2025 8:00,0.1,9.62,5,3,2,0,0
09-03-2025 08-00-00-CR-003,3/9/2025 8:00,0.125,1.23,1,0,0,1,0
09-03-2025 09-00-00-CR-002,3/9/2025 9:00,0.0479166666666667,8.06,4,2,2,0,0
09-03-2025 10-00-00-CR-001,3/9/2025 10:00,0.125,1.46,1,0,0,0,1
09-03-2025 10-00-00-CR-003,3/9/2025 10:00,-0.0333333333333333,1.23,1,0,0,1,0
09-03-2025 11-00-00-CR-001,3/9/2025 11:00,-0.0604166666666665,5.84,4,0,0,0,4
09-03-2025 11-00-00-CR-003,3/9/2025 11:00,0.175,2.46,2,0,0,2,0
09-03-2025 12-00-00-CR-002,3/9/2025 12:00,0.25,5.59,3,2,1,0,0
09-03-2025 12-00-00-CR-003,3/9/2025 12:00,0.175,2.46,2,0,0,2,0
09-03-2025 13-00-00-CR-001,3/9/2025 13:00,-0.170833333333333,2.92,2,0,0,0,2
09-03-2025 13-00-00-CR-002,3/9/2025 13:00,0.0666666666666667,5.59,3,2,1,0,0
09-03-2025 13-00-00-CR-003,3/9/2025 13:00,0.1,2.46,2,0,0,2,0
09-03-2025 14-00-00-CR-001,3/9/2025 14:00,0.102083333333333,5.84,4,0,0,0,4
09-03-2025 14-00-00-CR-002,3/9/2025 14:00,0.08125,8.97,4,1,3,0,0
09-03-2025 14-00-00-CR-003,3/9/2025 14:00,0.052777777777778,3.69,3,0,0,3,0
09-03-2025 15-00-00-CR-001,3/9/2025 15:00,0.175,4.38,3,0,0,0,3
09-03-2025 15-00-00-CR-003,3/9/2025 15:00,-0.0312499999999998,4.92,4,0,0,4,0
09-03-2025 16-00-00-CR-001,3/9/2025 16:00,0.4,1.46,1,0,0,0,1
09-03-2025 16-00-00-CR-002,3/9/2025 16:00,-0.0516666666666666,11.44,5,1,4,0,0
09-03-2025 16-00-00-CR-003,3/9/2025 16:00,0.4,1.23,1,0,0,1,0
09-03-2025 17-00-00-CR-001,3/9/2025 17:00,-0.195833333333333,5.84,4,0,0,0,4
09-03-2025 17-00-00-CR-002,3/9/2025 17:00,0.05625,7.15,4,3,1,0,0
09-03-2025 18-00-00-CR-001,3/9/2025 18:00,0.104166666666667,2.92,2,0,0,0,2
09-03-2025 18-00-00-CR-002,3/9/2025 18:00,-0.0895833333333333,8.97,4,1,3,0,0
09-03-2025 19-00-00-CR-001,3/9/2025 19:00,0,1.46,1,0,0,0,1
09-03-2025 19-00-00-CR-002,3/9/2025 19:00,0,2.47,1,0,1,0,0
09-03-2025 19-00-00-CR-003,3/9/2025 19:00,-0.108333333333333,3.69,3,0,0,3,0
09-03-2025 20-00-00-CR-001,3/9/2025 20:00,0.0194444444444447,4.38,3,0,0,0,3
09-03-2025 20-00-00-CR-002,3/9/2025 20:00,-0.0208333333333333,8.97,4,1,3,0,0
09-03-2025 20-00-00-CR-003,3/9/2025 20:00,0.0333333333333333,3.69,3,0,0,3,0
09-03-2025 21-00-00-CR-001,3/9/2025 21:00,-0.108333333333333,2.92,2,0,0,0,2
09-03-2025 21-00-00-CR-002,3/9/2025 21:00,-0.15,2.47,1,0,1,0,0
09-03-2025 21-00-00-CR-003,3/9/2025 21:00,0.183333333333333,2.46,2,0,0,2,0
09-03-2025 22-00-00-CR-002,3/9/2025 22:00,0.01875,8.06,4,2,2,0,0
09-03-2025 23-00-00-CR-001,3/9/2025 23:00,0.298333333333333,7.3,5,0,0,0,5
09-03-2025 23-00-00-CR-002,3/9/2025 23:00,-0.0875,3.12,2,2,0,0,0
09-03-2025 23-00-00-CR-003,3/9/2025 23:00,0.5,1.23,1,0,0,1,0
10-03-2025 00-00-00-CR-001,3/10/2025 0:00,-0.191666666666666,1.46,1,0,0,0,1
10-03-2025 00-00-00-CR-002,3/10/2025 0:00,0.4,1.56,1,1,0,0,0
10-03-2025 00-00-00-CR-003,3/10/2025 0:00,-0.191666666666666,1.23,1,0,0,1,0
10-03-2025 01-00-00-CR-001,3/10/2025 1:00,-0.0125,5.84,4,0,0,0,4
10-03-2025 01-00-00-CR-002,3/10/2025 1:00,0.0266666666666669,8.71,5,4,1,0,0
10-03-2025 01-00-00-CR-003,3/10/2025 1:00,0.25,4.92,4,0,0,4,0
10-03-2025 02-00-00-CR-001,3/10/2025 2:00,0.125,1.46,1,0,0,0,1
